cluster_id,category,function,source_argument,target_argument,alpha,semantic_delta,semantic_top1,control_delta,control_top1,control_kind,paired_delta
6a18153d075f2047,numbers,double,nine,three,2.0,7.5,False,21.640625,False,unrelated_semantic,-14.140625
6a18153d075f2047,numbers,double,nine,five,0.5,0.125,False,0.0,False,unrelated_semantic,0.125
6a18153d075f2047,numbers,double,nine,five,1.0,0.0,False,0.0625,False,unrelated_semantic,-0.0625
6a18153d075f2047,numbers,double,nine,five,2.0,15.75,False,6.71875,False,unrelated_semantic,9.03125
6a18153d075f2047,numbers,double,nine,seven,0.5,0.0625,False,0.0625,False,unrelated_semantic,0.0
6a18153d075f2047,numbers,double,nine,seven,1.0,0.1875,False,0.0,False,unrelated_semantic,0.1875
6a18153d075f2047,numbers,double,nine,seven,2.0,10.515625,False,0.75,False,unrelated_semantic,9.765625
f766d04f13bde60a,numbers,square,three,five,0.5,-0.0625,False,-0.0625,False,unrelated_semantic,0.0
f766d04f13bde60a,numbers,square,three,five,1.0,0.0625,False,0.1875,False,unrelated_semantic,-0.125
f766d04f13bde60a,numbers,square,three,five,2.0,3.453125,False,12.6875,False,unrelated_semantic,-9.234375
f766d04f13bde60a,numbers,square,three,seven,0.5,0.0625,False,0.0625,False,unrelated_semantic,0.0
f766d04f13bde60a,numbers,square,three,seven,1.0,0.25,False,0.1875,False,unrelated_semantic,0.0625
f766d04f13bde60a,numbers,square,three,seven,2.0,12.625,False,23.687496185302734,False,unrelated_semantic,-11.062496185302734
f766d04f13bde60a,numbers,square,three,nine,0.5,0.0624995231628418,False,0.0,False,unrelated_semantic,0.0624995231628418
f766d04f13bde60a,numbers,square,three,nine,1.0,0.1874990463256836,False,0.1249995231628418,False,unrelated_semantic,0.0624995231628418
f766d04f13bde60a,numbers,square,three,nine,2.0,25.124996185302734,False,8.96875,False,unrelated_semantic,16.156246185302734
5dd9104ecfbf1876,numbers,successor,three,five,0.5,0.125,False,-0.0625,False,unrelated_semantic,0.1875
5dd9104ecfbf1876,numbers,successor,three,five,1.0,0.1875,False,0.0625,False,unrelated_semantic,0.125
5dd9104ecfbf1876,numbers,successor,three,five,2.0,17.984375,False,-6.375001907348633,False,unrelated_semantic,24.359376907348633
5dd9104ecfbf1876,numbers,successor,three,seven,0.5,4.76837158203125e-07,False,4.76837158203125e-07,False,unrelated_semantic,0.0
5dd9104ecfbf1876,numbers,successor,three,seven,1.0,0.1249995231628418,False,0.0,False,unrelated_semantic,0.1249995231628418
5dd9104ecfbf1876,numbers,successor,three,seven,2.0,-10.875001907348633,False,-16.781248092651367,False,unrelated_semantic,5.906246185302734
5dd9104ecfbf1876,numbers,successor,three,nine,0.5,0.0625,False,0.125,False,unrelated_semantic,-0.0625
5dd9104ecfbf1876,numbers,successor,three,nine,1.0,0.0625,False,0.1875,False,unrelated_semantic,-0.125
5dd9104ecfbf1876,numbers,successor,three,nine,2.0,-10.843748092651367,False,22.765625,False,unrelated_semantic,-33.60937309265137
f68195b85172fc4f,numbers,successor,five,three,0.5,0.375,False,-0.3125,False,unrelated_semantic,0.6875
f68195b85172fc4f,numbers,successor,five,three,1.0,0.3125,False,-0.3125,False,unrelated_semantic,0.625
f68195b85172fc4f,numbers,successor,five,three,2.0,-6.550782203674316,False,23.46875,False,unrelated_semantic,-30.019532203674316
f68195b85172fc4f,numbers,successor,five,seven,0.5,0.1875,False,0.125,False,unrelated_semantic,0.0625
f68195b85172fc4f,numbers,successor,five,seven,1.0,0.0,False,-0.0625,False,unrelated_semantic,0.0625
f68195b85172fc4f,numbers,successor,five,seven,2.0,-1.46875,False,-6.242185592651367,False,unrelated_semantic,4.773435592651367
f68195b85172fc4f,numbers,successor,five,nine,0.5,0.1875,False,-0.125,False,unrelated_semantic,0.3125
f68195b85172fc4f,numbers,successor,five,nine,1.0,0.0625,False,-0.0625,False,unrelated_semantic,0.125
f68195b85172fc4f,numbers,successor,five,nine,2.0,-0.3984355926513672,False,7.4375,False,unrelated_semantic,-7.835935592651367
9d1ffe9db048ca16,numbers,successor,seven,three,0.5,0.3125009536743164,False,-0.0624995231628418,False,unrelated_semantic,0.3750004768371582
9d1ffe9db048ca16,numbers,successor,seven,three,1.0,0.3125004768371582,False,9.5367431640625e-07,False,unrelated_semantic,0.3124995231628418
9d1ffe9db048ca16,numbers,successor,seven,three,2.0,-14.3125,False,32.6875,False,unrelated_semantic,-47.0
9d1ffe9db048ca16,numbers,successor,seven,five,0.5,0.125,False,0.125,False,unrelated_semantic,0.0
9d1ffe9db048ca16,numbers,successor,seven,five,1.0,0.0625,False,-0.0625,False,unrelated_semantic,0.125
9d1ffe9db048ca16,numbers,successor,seven,five,2.0,13.4375,False,0.5,False,unrelated_semantic,12.9375
9d1ffe9db048ca16,numbers,successor,seven,nine,0.5,0.1875,False,0.1875,False,unrelated_semantic,0.0
9d1ffe9db048ca16,numbers,successor,seven,nine,1.0,0.0,False,0.25,False,unrelated_semantic,-0.25
9d1ffe9db048ca16,numbers,successor,seven,nine,2.0,8.177000999450684,False,-1.4687504768371582,False,unrelated_semantic,9.645751476287842
540c5a6aa1dcc6f7,numbers,successor,nine,three,0.5,0.4375004768371582,False,0.0625009536743164,False,unrelated_semantic,0.3749995231628418
540c5a6aa1dcc6f7,numbers,successor,nine,three,1.0,0.3125004768371582,False,-0.125,False,unrelated_semantic,0.4375004768371582
540c5a6aa1dcc6f7,numbers,successor,nine,three,2.0,-11.8125,False,28.28125,False,unrelated_semantic,-40.09375
540c5a6aa1dcc6f7,numbers,successor,nine,five,0.5,0.1875009536743164,False,0.1250004768371582,False,unrelated_semantic,0.0625004768371582
540c5a6aa1dcc6f7,numbers,successor,nine,five,1.0,0.0,False,-0.0624995231628418,False,unrelated_semantic,0.0624995231628418
540c5a6aa1dcc6f7,numbers,successor,nine,five,2.0,12.4296875,False,-5.546874523162842,False,unrelated_semantic,17.976562023162842
540c5a6aa1dcc6f7,numbers,successor,nine,seven,0.5,0.1875,False,0.125,False,unrelated_semantic,0.0625
540c5a6aa1dcc6f7,numbers,successor,nine,seven,1.0,0.0,False,0.1875,False,unrelated_semantic,-0.1875
540c5a6aa1dcc6f7,numbers,successor,nine,seven,2.0,0.234375,False,9.8125,False,unrelated_semantic,-9.578125
