cluster_id,category,function,source_argument,target_argument,alpha,semantic_delta,semantic_top1,control_delta,control_top1,control_kind,paired_delta
f68195b85172fc4f,numbers,successor,five,seven,0.5,0.1875,False,0.0,False,random_delta_matched,0.1875
f68195b85172fc4f,numbers,successor,five,seven,1.0,0.0,False,-0.0625,False,random_delta_matched,0.0625
f68195b85172fc4f,numbers,successor,five,seven,2.0,-1.46875,False,0.25,False,random_delta_matched,-1.71875
f68195b85172fc4f,numbers,successor,five,nine,0.5,0.1875,False,0.125,False,random_delta_matched,0.0625
f68195b85172fc4f,numbers,successor,five,nine,1.0,0.0625,False,0.0,False,random_delta_matched,0.0625
f68195b85172fc4f,numbers,successor,five,nine,2.0,-0.3984355926513672,False,0.4375,False,random_delta_matched,-0.8359355926513672
9d1ffe9db048ca16,numbers,successor,seven,three,0.5,0.3125009536743164,False,4.76837158203125e-07,False,random_delta_matched,0.3125004768371582
9d1ffe9db048ca16,numbers,successor,seven,three,1.0,0.3125004768371582,False,0.3125,False,random_delta_matched,4.76837158203125e-07
9d1ffe9db048ca16,numbers,successor,seven,three,2.0,-14.3125,False,-0.0624995231628418,False,random_delta_matched,-14.250000476837158
9d1ffe9db048ca16,numbers,successor,seven,five,0.5,0.125,False,0.125,False,random_delta_matched,0.0
9d1ffe9db048ca16,numbers,successor,seven,five,1.0,0.0625,False,0.25,False,random_delta_matched,-0.1875
9d1ffe9db048ca16,numbers,successor,seven,five,2.0,13.4375,False,0.5625,False,random_delta_matched,12.875
9d1ffe9db048ca16,numbers,successor,seven,nine,0.5,0.1875,False,0.0,False,random_delta_matched,0.1875
9d1ffe9db048ca16,numbers,successor,seven,nine,1.0,0.0,False,-0.0625,False,random_delta_matched,0.0625
9d1ffe9db048ca16,numbers,successor,seven,nine,2.0,8.177000999450684,False,0.0625,False,random_delta_matched,8.114500999450684
540c5a6aa1dcc6f7,numbers,successor,nine,three,0.5,0.4375004768371582,False,-0.0624995231628418,False,random_delta_matched,0.5
540c5a6aa1dcc6f7,numbers,successor,nine,three,1.0,0.3125004768371582,False,-0.1874995231628418,False,random_delta_matched,0.5
540c5a6aa1dcc6f7,numbers,successor,nine,three,2.0,-11.8125,False,-0.0625,False,random_delta_matched,-11.75
540c5a6aa1dcc6f7,numbers,successor,nine,five,0.5,0.1875009536743164,False,0.0625004768371582,False,random_delta_matched,0.1250004768371582
540c5a6aa1dcc6f7,numbers,successor,nine,five,1.0,0.0,False,-0.062499046325683594,False,random_delta_matched,0.062499046325683594
540c5a6aa1dcc6f7,numbers,successor,nine,five,2.0,12.4296875,False,-0.1874995231628418,False,random_delta_matched,12.617187023162842
540c5a6aa1dcc6f7,numbers,successor,nine,seven,0.5,0.1875,False,-0.0625,False,random_delta_matched,0.25
540c5a6aa1dcc6f7,numbers,successor,nine,seven,1.0,0.0,False,-0.0625,False,random_delta_matched,0.0625
540c5a6aa1dcc6f7,numbers,successor,nine,seven,2.0,0.234375,False,-0.125,False,random_delta_matched,0.359375
fbe5d4e9e3c9605f,countries,capital,France,Canada,0.5,3.71875,False,0.09375,False,unrelated_semantic,3.625
fbe5d4e9e3c9605f,countries,capital,France,Canada,1.0,1.0,False,0.1875,False,unrelated_semantic,0.8125
fbe5d4e9e3c9605f,countries,capital,France,Canada,2.0,-30.65625,False,-7.203125,False,unrelated_semantic,-23.453125
fbe5d4e9e3c9605f,countries,capital,France,China,0.5,3.4375,False,0.0625,False,unrelated_semantic,3.375
fbe5d4e9e3c9605f,countries,capital,France,China,1.0,1.0625,False,0.0,False,unrelated_semantic,1.0625
fbe5d4e9e3c9605f,countries,capital,France,China,2.0,-24.875,False,-8.11328125,False,unrelated_semantic,-16.76171875
fbe5d4e9e3c9605f,countries,capital,France,Egypt,0.5,1.90625,False,-0.03125,False,unrelated_semantic,1.9375
fbe5d4e9e3c9605f,countries,capital,France,Egypt,1.0,0.28125,False,-0.0625,False,unrelated_semantic,0.34375
fbe5d4e9e3c9605f,countries,capital,France,Egypt,2.0,-30.71875,False,-7.1875,False,unrelated_semantic,-23.53125
35a4dd493a64116d,countries,capital,Canada,France,0.5,4.5,False,0.5625,False,unrelated_semantic,3.9375
35a4dd493a64116d,countries,capital,Canada,France,1.0,0.0,False,0.0,False,unrelated_semantic,0.0
35a4dd493a64116d,countries,capital,Canada,France,2.0,-31.1875,False,-11.499998092651367,False,unrelated_semantic,-19.687501907348633
35a4dd493a64116d,countries,capital,Canada,China,0.5,7.96875,False,0.46875,False,unrelated_semantic,7.5
35a4dd493a64116d,countries,capital,Canada,China,1.0,0.625,False,-0.03125,False,unrelated_semantic,0.65625
35a4dd493a64116d,countries,capital,Canada,China,2.0,-22.96875,False,-2.652341842651367,False,unrelated_semantic,-20.316408157348633
35a4dd493a64116d,countries,capital,Canada,Egypt,0.5,3.3125,False,0.28125,False,unrelated_semantic,3.03125
35a4dd493a64116d,countries,capital,Canada,Egypt,1.0,0.3125,False,-0.375,False,unrelated_semantic,0.6875
35a4dd493a64116d,countries,capital,Canada,Egypt,2.0,-28.625,False,-9.796875,False,unrelated_semantic,-18.828125
acdc30dbaf045bc4,countries,capital,China,France,0.5,5.1875,False,0.375,False,unrelated_semantic,4.8125
acdc30dbaf045bc4,countries,capital,China,France,1.0,0.5625,False,0.0625,False,unrelated_semantic,0.5
acdc30dbaf045bc4,countries,capital,China,France,2.0,-25.0625,False,-3.25,False,unrelated_semantic,-21.8125
acdc30dbaf045bc4,countries,capital,China,Canada,0.5,2.71875,False,-0.0625,False,unrelated_semantic,2.78125
acdc30dbaf045bc4,countries,capital,China,Canada,1.0,0.625,False,-0.0625,False,unrelated_semantic,0.6875
acdc30dbaf045bc4,countries,capital,China,Canada,2.0,-22.28125,False,-6.28125,False,unrelated_semantic,-16.0
acdc30dbaf045bc4,countries,capital,China,Egypt,0.5,1.5625,False,1.15625,False,unrelated_semantic,0.40625
acdc30dbaf045bc4,countries,capital,China,Egypt,1.0,0.34375,False,0.46875,False,unrelated_semantic,-0.125
acdc30dbaf045bc4,countries,capital,China,Egypt,2.0,-28.5625,False,-3.41015625,False,unrelated_semantic,-25.15234375
a1432dd404d9c7b7,countries,capital,Egypt,France,0.5,8.0625,False,0.8125,False,unrelated_semantic,7.25
a1432dd404d9c7b7,countries,capital,Egypt,France,1.0,1.75,False,0.625,False,unrelated_semantic,1.125
a1432dd404d9c7b7,countries,capital,Egypt,France,2.0,-32.4375,False,-14.671873092651367,False,unrelated_semantic,-17.765626907348633
a1432dd404d9c7b7,countries,capital,Egypt,Canada,0.5,7.625,False,1.625,False,unrelated_semantic,6.0
a1432dd404d9c7b7,countries,capital,Egypt,Canada,1.0,1.28125,False,0.375,False,unrelated_semantic,0.90625
a1432dd404d9c7b7,countries,capital,Egypt,Canada,2.0,-29.9375,False,-11.0546875,False,unrelated_semantic,-18.8828125
a1432dd404d9c7b7,countries,capital,Egypt,China,0.5,8.71875,False,0.75,False,unrelated_semantic,7.96875
a1432dd404d9c7b7,countries,capital,Egypt,China,1.0,0.75,False,0.1875,False,unrelated_semantic,0.5625
a1432dd404d9c7b7,countries,capital,Egypt,China,2.0,-31.09375,False,-11.74609375,False,unrelated_semantic,-19.34765625
711b40021d1c6f64,countries,language,France,Canada,0.5,0.5625,False,0.3125,False,unrelated_semantic,0.25
711b40021d1c6f64,countries,language,France,Canada,1.0,0.0625,False,0.1875,False,unrelated_semantic,-0.125
711b40021d1c6f64,countries,language,France,Canada,2.0,-18.6953125,False,-18.54296875,False,unrelated_semantic,-0.15234375
711b40021d1c6f64,countries,language,France,China,0.5,5.1875,False,-0.0625,False,unrelated_semantic,5.25
711b40021d1c6f64,countries,language,France,China,1.0,0.875,False,0.1875,False,unrelated_semantic,0.6875
711b40021d1c6f64,countries,language,France,China,2.0,-43.5,False,-15.803466796875,False,unrelated_semantic,-27.696533203125
711b40021d1c6f64,countries,language,France,Egypt,0.5,3.875,False,-1.0,False,unrelated_semantic,4.875
711b40021d1c6f64,countries,language,France,Egypt,1.0,1.0625,False,-0.4375,False,unrelated_semantic,1.5
711b40021d1c6f64,countries,language,France,Egypt,2.0,-27.6875,False,-11.90625,False,unrelated_semantic,-15.78125
8aa25ea0a3442552,countries,language,Canada,France,0.5,1.875,True,-1.2500001192092896,False,unrelated_semantic,3.1250001192092896
8aa25ea0a3442552,countries,language,Canada,France,1.0,-1.1920928955078125e-07,False,-0.7500001192092896,False,unrelated_semantic,0.75
8aa25ea0a3442552,countries,language,Canada,France,2.0,-21.875,False,2.39453125,False,unrelated_semantic,-24.26953125
8aa25ea0a3442552,countries,language,Canada,China,0.5,5.9375,False,0.0625,False,unrelated_semantic,5.875
8aa25ea0a3442552,countries,language,Canada,China,1.0,1.875,False,-0.5,False,unrelated_semantic,2.375
8aa25ea0a3442552,countries,language,Canada,China,2.0,-21.070308685302734,False,5.4921875,False,unrelated_semantic,-26.562496185302734
8aa25ea0a3442552,countries,language,Canada,Egypt,0.5,3.0625,False,0.625,False,unrelated_semantic,2.4375
8aa25ea0a3442552,countries,language,Canada,Egypt,1.0,0.25,False,-0.4375,False,unrelated_semantic,0.6875
8aa25ea0a3442552,countries,language,Canada,Egypt,2.0,-8.9375,False,6.375,False,unrelated_semantic,-15.3125
84474c8700aab5ed,countries,language,Egypt,France,0.5,6.0,False,3.5,False,unrelated_semantic,2.5
84474c8700aab5ed,countries,language,Egypt,France,1.0,0.9375,False,1.1875,False,unrelated_semantic,-0.25
84474c8700aab5ed,countries,language,Egypt,France,2.0,-30.0,False,-9.46875,False,unrelated_semantic,-20.53125
84474c8700aab5ed,countries,language,Egypt,Canada,0.5,2.125,False,0.5,False,unrelated_semantic,1.625
84474c8700aab5ed,countries,language,Egypt,Canada,1.0,0.75,False,0.75,False,unrelated_semantic,0.0
84474c8700aab5ed,countries,language,Egypt,Canada,2.0,-12.296875,False,-9.312498092651367,False,unrelated_semantic,-2.984376907348633
84474c8700aab5ed,countries,language,Egypt,China,0.5,6.1875,False,0.4375,False,unrelated_semantic,5.75
84474c8700aab5ed,countries,language,Egypt,China,1.0,0.3125,False,-0.3125,False,unrelated_semantic,0.625
84474c8700aab5ed,countries,language,Egypt,China,2.0,-30.5,False,-0.55615234375,False,unrelated_semantic,-29.94384765625
1741063f9842c280,countries,continent,France,Canada,0.5,3.5,False,0.3125,False,unrelated_semantic,3.1875
1741063f9842c280,countries,continent,France,Canada,1.0,2.0,False,-0.5,False,unrelated_semantic,2.5
1741063f9842c280,countries,continent,France,Canada,2.0,-7.718749046325684,False,8.1171875,False,unrelated_semantic,-15.835936546325684
1741063f9842c280,countries,continent,France,China,0.5,4.125,False,0.2500004768371582,False,unrelated_semantic,3.874999523162842
1741063f9842c280,countries,continent,France,China,1.0,1.0625,False,-0.625,False,unrelated_semantic,1.6875
1741063f9842c280,countries,continent,France,China,2.0,-5.531250953674316,False,-0.8359375,False,unrelated_semantic,-4.695313453674316
1741063f9842c280,countries,continent,France,Egypt,0.5,3.75,False,-0.5,False,unrelated_semantic,4.25
1741063f9842c280,countries,continent,France,Egypt,1.0,0.75,False,-0.4375,False,unrelated_semantic,1.1875
1741063f9842c280,countries,continent,France,Egypt,2.0,-11.343751907348633,False,1.8906259536743164,False,unrelated_semantic,-13.23437786102295
011247fd9589e407,countries,continent,Canada,France,0.5,6.25,False,1.0625,False,unrelated_semantic,5.1875
011247fd9589e407,countries,continent,Canada,France,1.0,4.6875,False,1.25,False,unrelated_semantic,3.4375
011247fd9589e407,countries,continent,Canada,France,2.0,-11.062498092651367,False,0.58984375,False,unrelated_semantic,-11.652341842651367
011247fd9589e407,countries,continent,Canada,China,0.5,6.125,False,1.125,False,unrelated_semantic,5.0
011247fd9589e407,countries,continent,Canada,China,1.0,3.75,False,1.0,False,unrelated_semantic,2.75
011247fd9589e407,countries,continent,Canada,China,2.0,-10.90625,False,4.078125,False,unrelated_semantic,-14.984375
011247fd9589e407,countries,continent,Canada,Egypt,0.5,5.0625,False,1.75,False,unrelated_semantic,3.3125
011247fd9589e407,countries,continent,Canada,Egypt,1.0,1.6875,False,1.3125,False,unrelated_semantic,0.375
011247fd9589e407,countries,continent,Canada,Egypt,2.0,-8.5,False,-2.312498092651367,False,unrelated_semantic,-6.187501907348633
65f99344f7c00067,countries,continent,China,France,0.5,4.1875,False,-0.3125,False,unrelated_semantic,4.5
65f99344f7c00067,countries,continent,China,France,1.0,1.6875,False,-1.25,False,unrelated_semantic,2.9375
65f99344f7c00067,countries,continent,China,France,2.0,-16.1875,False,-5.07421875,False,unrelated_semantic,-11.11328125
65f99344f7c00067,countries,continent,China,Canada,0.5,2.9375,False,-0.4375,False,unrelated_semantic,3.375
65f99344f7c00067,countries,continent,China,Canada,1.0,1.375,False,-0.875,False,unrelated_semantic,2.25
65f99344f7c00067,countries,continent,China,Canada,2.0,-10.03125,False,-5.234375,False,unrelated_semantic,-4.796875
65f99344f7c00067,countries,continent,China,Egypt,0.5,3.875,False,2.5,False,unrelated_semantic,1.375
65f99344f7c00067,countries,continent,China,Egypt,1.0,1.875,False,1.0625,False,unrelated_semantic,0.8125
65f99344f7c00067,countries,continent,China,Egypt,2.0,-14.468748092651367,False,-4.3359375,False,unrelated_semantic,-10.132810592651367
c1060cdc81c081ef,countries,continent,Egypt,France,0.5,4.25,False,0.875,False,unrelated_semantic,3.375
c1060cdc81c081ef,countries,continent,Egypt,France,1.0,2.375,False,-0.0625,False,unrelated_semantic,2.4375
c1060cdc81c081ef,countries,continent,Egypt,France,2.0,-11.937501907348633,False,-3.937498092651367,False,unrelated_semantic,-8.000003814697266
c1060cdc81c081ef,countries,continent,Egypt,Canada,0.5,1.5,False,-0.5,False,unrelated_semantic,2.0
c1060cdc81c081ef,countries,continent,Egypt,Canada,1.0,1.125,False,-0.125,False,unrelated_semantic,1.25
c1060cdc81c081ef,countries,continent,Egypt,Canada,2.0,-10.468748092651367,False,-0.06249809265136719,False,unrelated_semantic,-10.40625
c1060cdc81c081ef,countries,continent,Egypt,China,0.5,4.0,False,-0.6875,False,unrelated_semantic,4.6875
c1060cdc81c081ef,countries,continent,Egypt,China,1.0,2.0,False,-0.3125,False,unrelated_semantic,2.3125
c1060cdc81c081ef,countries,continent,Egypt,China,2.0,-14.468748092651367,False,-2.812501907348633,False,unrelated_semantic,-11.656246185302734
77536a9d54d2b1c5,months,season,April,February,0.5,0.25,False,-0.3125,False,unrelated_semantic,0.5625
77536a9d54d2b1c5,months,season,April,February,1.0,0.125,False,-0.25,False,unrelated_semantic,0.375
77536a9d54d2b1c5,months,season,April,February,2.0,-17.96875,False,-8.093750953674316,False,unrelated_semantic,-9.874999046325684
77536a9d54d2b1c5,months,season,April,July,0.5,0.6875,False,-0.0625,False,unrelated_semantic,0.75
77536a9d54d2b1c5,months,season,April,July,1.0,0.4375,False,-0.1875004768371582,False,unrelated_semantic,0.6250004768371582
77536a9d54d2b1c5,months,season,April,July,2.0,-31.875,False,-10.15625,False,unrelated_semantic,-21.71875
77536a9d54d2b1c5,months,season,April,October,0.5,0.625,False,0.0,False,unrelated_semantic,0.625
77536a9d54d2b1c5,months,season,April,October,1.0,0.375,False,0.0,False,unrelated_semantic,0.375
77536a9d54d2b1c5,months,season,April,October,2.0,-32.25,False,-4.6875,False,unrelated_semantic,-27.5625
a4a3402f6bcc456e,months,holiday,February,April,0.5,1.125,False,0.875,False,unrelated_semantic,0.25
a4a3402f6bcc456e,months,holiday,February,April,1.0,0.3125,False,0.5,False,unrelated_semantic,-0.1875
a4a3402f6bcc456e,months,holiday,February,April,2.0,-11.0625,False,-2.25,False,unrelated_semantic,-8.8125
a4a3402f6bcc456e,months,holiday,February,July,0.5,1.3125,False,0.375,False,unrelated_semantic,0.9375
a4a3402f6bcc456e,months,holiday,February,July,1.0,0.5625,False,0.2500004768371582,False,unrelated_semantic,0.3124995231628418
a4a3402f6bcc456e,months,holiday,February,July,2.0,-14.750001907348633,False,-8.53125,False,unrelated_semantic,-6.218751907348633
a4a3402f6bcc456e,months,holiday,February,October,0.5,1.0000004768371582,False,0.3750009536743164,False,unrelated_semantic,0.6249995231628418
a4a3402f6bcc456e,months,holiday,February,October,1.0,0.3750009536743164,False,0.0625004768371582,False,unrelated_semantic,0.3125004768371582
a4a3402f6bcc456e,months,holiday,February,October,2.0,-24.8125,False,-1.3984379768371582,False,unrelated_semantic,-23.414062023162842
a82b62e179d9e23a,months,holiday,April,February,0.5,0.4375,False,0.09375,False,unrelated_semantic,0.34375
a82b62e179d9e23a,months,holiday,April,February,1.0,0.28125,False,0.0,False,unrelated_semantic,0.28125
a82b62e179d9e23a,months,holiday,April,February,2.0,-7.499998092651367,False,4.062500953674316,False,unrelated_semantic,-11.562499046325684
a82b62e179d9e23a,months,holiday,April,July,0.5,0.625,False,0.375,False,unrelated_semantic,0.25
a82b62e179d9e23a,months,holiday,April,July,1.0,0.375,False,0.3124995231628418,False,unrelated_semantic,0.0625004768371582
a82b62e179d9e23a,months,holiday,April,July,2.0,-12.09375,False,-7.195311546325684,False,unrelated_semantic,-4.898438453674316
a82b62e179d9e23a,months,holiday,April,October,0.5,0.8125,False,0.25,False,unrelated_semantic,0.5625
a82b62e179d9e23a,months,holiday,April,October,1.0,0.3124995231628418,False,0.1875,False,unrelated_semantic,0.1249995231628418
a82b62e179d9e23a,months,holiday,April,October,2.0,-27.1875,False,0.734375,False,unrelated_semantic,-27.921875
ad7e0b00295ed28b,months,holiday,October,February,0.5,0.75,False,0.625,False,unrelated_semantic,0.125
ad7e0b00295ed28b,months,holiday,October,February,1.0,0.34375,False,0.21875,False,unrelated_semantic,0.125
ad7e0b00295ed28b,months,holiday,October,February,2.0,-23.46875,False,-14.234375,False,unrelated_semantic,-9.234375
ad7e0b00295ed28b,months,holiday,October,April,0.5,1.25,False,0.65625,False,unrelated_semantic,0.59375
ad7e0b00295ed28b,months,holiday,October,April,1.0,0.25,False,0.2812504768371582,False,unrelated_semantic,-0.0312504768371582
ad7e0b00295ed28b,months,holiday,October,April,2.0,-28.5,False,-15.609373092651367,False,unrelated_semantic,-12.890626907348633
ad7e0b00295ed28b,months,holiday,October,July,0.5,1.875,False,0.0624995231628418,False,unrelated_semantic,1.8125004768371582
ad7e0b00295ed28b,months,holiday,October,July,1.0,0.5937504768371582,False,-0.0625,False,unrelated_semantic,0.6562504768371582
ad7e0b00295ed28b,months,holiday,October,July,2.0,-17.562498092651367,False,-7.687501907348633,False,unrelated_semantic,-9.874996185302734
444252d45202929b,months,next_month,February,April,0.5,0.5,False,0.6875,False,unrelated_semantic,-0.1875
444252d45202929b,months,next_month,February,April,1.0,0.3125,False,0.375,False,unrelated_semantic,-0.0625
444252d45202929b,months,next_month,February,April,2.0,-4.918947219848633,False,-10.812498092651367,False,unrelated_semantic,5.893550872802734
444252d45202929b,months,next_month,February,July,0.5,0.7499995231628418,False,0.6249995231628418,False,unrelated_semantic,0.125
444252d45202929b,months,next_month,February,July,1.0,0.3124995231628418,False,-4.76837158203125e-07,False,unrelated_semantic,0.3125
444252d45202929b,months,next_month,February,July,2.0,-21.624998092651367,False,-17.749998092651367,False,unrelated_semantic,-3.875
444252d45202929b,months,next_month,February,October,0.5,0.4999995231628418,False,-0.2500009536743164,False,unrelated_semantic,0.7500004768371582
444252d45202929b,months,next_month,February,October,1.0,-4.76837158203125e-07,False,-0.125,False,unrelated_semantic,0.1249995231628418
444252d45202929b,months,next_month,February,October,2.0,-16.062498092651367,False,14.2060546875,False,unrelated_semantic,-30.268552780151367
1ef0d32a4445cacf,months,next_month,April,February,0.5,0.0624997615814209,False,-2.384185791015625e-07,False,unrelated_semantic,0.0625
1ef0d32a4445cacf,months,next_month,April,February,1.0,-0.0624997615814209,False,-0.125,False,unrelated_semantic,0.0625002384185791
1ef0d32a4445cacf,months,next_month,April,February,2.0,13.675779342651367,False,6.1875,False,unrelated_semantic,7.488279342651367
1ef0d32a4445cacf,months,next_month,April,July,0.5,0.3125,False,0.125,False,unrelated_semantic,0.1875
1ef0d32a4445cacf,months,next_month,April,July,1.0,0.125,False,0.0,False,unrelated_semantic,0.125
1ef0d32a4445cacf,months,next_month,April,July,2.0,7.3125,False,-6.0390625,False,unrelated_semantic,13.3515625
1ef0d32a4445cacf,months,next_month,April,October,0.5,0.1875,False,0.0,False,unrelated_semantic,0.1875
1ef0d32a4445cacf,months,next_month,April,October,1.0,0.0,False,0.0,False,unrelated_semantic,0.0
1ef0d32a4445cacf,months,next_month,April,October,2.0,-9.6640625,False,24.031248092651367,False,unrelated_semantic,-33.69531059265137
531fa73dd6936ac3,months,next_month,July,February,0.5,0.3125,False,0.5625,False,unrelated_semantic,-0.25
531fa73dd6936ac3,months,next_month,July,February,1.0,-0.125,False,0.3125,False,unrelated_semantic,-0.4375
531fa73dd6936ac3,months,next_month,July,February,2.0,29.96875,False,-23.124998092651367,False,unrelated_semantic,53.09374809265137
531fa73dd6936ac3,months,next_month,July,April,0.5,0.5624995231628418,False,-0.1250004768371582,False,unrelated_semantic,0.6875
531fa73dd6936ac3,months,next_month,July,April,1.0,0.2499995231628418,False,-0.0625,False,unrelated_semantic,0.3124995231628418
531fa73dd6936ac3,months,next_month,July,April,2.0,-12.4375,False,9.625,False,unrelated_semantic,-22.0625
531fa73dd6936ac3,months,next_month,July,October,0.5,0.1875,False,0.125,False,unrelated_semantic,0.0625
531fa73dd6936ac3,months,next_month,July,October,1.0,-0.0625,False,-0.0625,False,unrelated_semantic,0.0
531fa73dd6936ac3,months,next_month,July,October,2.0,29.750001907348633,False,25.765625,False,unrelated_semantic,3.984376907348633
db9615f3b48e8d54,months,next_month,October,February,0.5,0.1875,False,0.5625,False,unrelated_semantic,-0.375
db9615f3b48e8d54,months,next_month,October,February,1.0,-0.125,False,0.125,False,unrelated_semantic,-0.25
db9615f3b48e8d54,months,next_month,October,February,2.0,27.375,False,-22.0,False,unrelated_semantic,49.375
db9615f3b48e8d54,months,next_month,October,April,0.5,0.8124995231628418,False,0.1874995231628418,False,unrelated_semantic,0.625
db9615f3b48e8d54,months,next_month,October,April,1.0,0.2499995231628418,False,0.1249995231628418,False,unrelated_semantic,0.125
db9615f3b48e8d54,months,next_month,October,April,2.0,-20.0,False,-18.1875,False,unrelated_semantic,-1.8125
db9615f3b48e8d54,months,next_month,October,July,0.5,0.5,False,-0.125,False,unrelated_semantic,0.625
db9615f3b48e8d54,months,next_month,October,July,1.0,0.375,False,-0.125,False,unrelated_semantic,0.5
db9615f3b48e8d54,months,next_month,October,July,2.0,-18.9375,False,6.0625,False,unrelated_semantic,-25.0
27a81a1d0a634ac9,animals,habitat,shark,eagle,0.5,1.3125,False,0.3124995231628418,False,unrelated_semantic,1.0000004768371582
27a81a1d0a634ac9,animals,habitat,shark,eagle,1.0,0.3750004768371582,False,0.625,False,unrelated_semantic,-0.2499995231628418
27a81a1d0a634ac9,animals,habitat,shark,eagle,2.0,-10.75,False,-2.238279342651367,False,unrelated_semantic,-8.511720657348633
27a81a1d0a634ac9,animals,habitat,shark,spider,0.5,0.09375,False,0.34375,False,unrelated_semantic,-0.25
27a81a1d0a634ac9,animals,habitat,shark,spider,1.0,0.15625,False,0.15625,False,unrelated_semantic,0.0
27a81a1d0a634ac9,animals,habitat,shark,spider,2.0,-1.7656230926513672,False,-0.10546875,False,unrelated_semantic,-1.6601543426513672
aac28741303483ad,animals,class,lion,eagle,0.5,0.6875,False,0.25,False,unrelated_semantic,0.4375
aac28741303483ad,animals,class,lion,eagle,1.0,0.375,False,0.25,False,unrelated_semantic,0.125
aac28741303483ad,animals,class,lion,eagle,2.0,-9.953125,False,3.94140625,False,unrelated_semantic,-13.89453125
aac28741303483ad,animals,class,lion,shark,0.5,1.25,False,-0.125,False,unrelated_semantic,1.375
aac28741303483ad,animals,class,lion,shark,1.0,1.0625,False,-0.0625,False,unrelated_semantic,1.125
aac28741303483ad,animals,class,lion,shark,2.0,-6.23046875,False,5.8359375,False,unrelated_semantic,-12.06640625
2cebf5690d17307f,animals,class,eagle,lion,0.5,0.875,False,0.3125,False,unrelated_semantic,0.5625
2cebf5690d17307f,animals,class,eagle,lion,1.0,0.625,False,0.0625,False,unrelated_semantic,0.5625
2cebf5690d17307f,animals,class,eagle,lion,2.0,-11.796875,False,-6.7265625,False,unrelated_semantic,-5.0703125
2cebf5690d17307f,animals,class,eagle,shark,0.5,1.5,False,0.5,False,unrelated_semantic,1.0
2cebf5690d17307f,animals,class,eagle,shark,1.0,0.75,False,0.3125,False,unrelated_semantic,0.4375
2cebf5690d17307f,animals,class,eagle,shark,2.0,-18.0,False,-9.023439407348633,False,unrelated_semantic,-8.976560592651367
9c74191307a91873,animals,class,shark,lion,0.5,0.1249995231628418,False,-0.3125004768371582,False,unrelated_semantic,0.4375
9c74191307a91873,animals,class,shark,lion,1.0,0.0624995231628418,False,0.0,False,unrelated_semantic,0.0624995231628418
9c74191307a91873,animals,class,shark,lion,2.0,-6.242187976837158,False,-2.632812976837158,False,unrelated_semantic,-3.609375
9c74191307a91873,animals,class,shark,eagle,0.5,1.4375,False,0.4375,False,unrelated_semantic,1.0
9c74191307a91873,animals,class,shark,eagle,1.0,0.375,False,0.375,False,unrelated_semantic,0.0
9c74191307a91873,animals,class,shark,eagle,2.0,-13.375,False,1.2968730926513672,False,unrelated_semantic,-14.671873092651367
d453661d9be37064,animals,group,lion,spider,0.5,0.5,False,-0.0625,False,unrelated_semantic,0.5625
d453661d9be37064,animals,group,lion,spider,1.0,0.25,False,0.0,False,unrelated_semantic,0.25
d453661d9be37064,animals,group,lion,spider,2.0,6.6875,False,14.0234375,False,unrelated_semantic,-7.3359375
ce55a447b231c182,numbers,double,three,five,0.5,0.0,False,0.0,False,unrelated_semantic,0.0
ce55a447b231c182,numbers,double,three,five,1.0,0.0,False,0.0625,False,unrelated_semantic,-0.0625
ce55a447b231c182,numbers,double,three,five,2.0,7.3125,False,9.0625,False,unrelated_semantic,-1.75
ce55a447b231c182,numbers,double,three,seven,0.5,-0.0625,False,0.0625,False,unrelated_semantic,-0.125
ce55a447b231c182,numbers,double,three,seven,1.0,0.0625,False,0.0625,False,unrelated_semantic,0.0
ce55a447b231c182,numbers,double,three,seven,2.0,4.625,False,-0.25,False,unrelated_semantic,4.875
ce55a447b231c182,numbers,double,three,nine,0.5,4.76837158203125e-07,False,4.76837158203125e-07,False,unrelated_semantic,0.0
ce55a447b231c182,numbers,double,three,nine,1.0,0.125,False,0.0625004768371582,False,unrelated_semantic,0.0624995231628418
ce55a447b231c182,numbers,double,three,nine,2.0,3.500000476837158,False,14.9375,False,unrelated_semantic,-11.437499523162842
658a280593b5216b,numbers,double,five,three,0.5,0.4375,False,0.0625,False,unrelated_semantic,0.375
658a280593b5216b,numbers,double,five,three,1.0,0.1875,False,0.0625,False,unrelated_semantic,0.125
658a280593b5216b,numbers,double,five,three,2.0,-0.375,False,0.109375,False,unrelated_semantic,-0.484375
658a280593b5216b,numbers,double,five,seven,0.5,0.3125,False,0.375,False,unrelated_semantic,-0.0625
658a280593b5216b,numbers,double,five,seven,1.0,0.25,False,0.3125,False,unrelated_semantic,-0.0625
658a280593b5216b,numbers,double,five,seven,2.0,-8.078125,False,-2.921875,False,unrelated_semantic,-5.15625
658a280593b5216b,numbers,double,five,nine,0.5,0.3749995231628418,False,0.2500004768371582,False,unrelated_semantic,0.1249990463256836
658a280593b5216b,numbers,double,five,nine,1.0,0.3125004768371582,False,4.76837158203125e-07,False,unrelated_semantic,0.3125
658a280593b5216b,numbers,double,five,nine,2.0,-4.109375,False,-1.484375,False,unrelated_semantic,-2.625
6a18153d075f2047,numbers,double,nine,three,0.5,0.1875,False,0.25,False,unrelated_semantic,-0.0625
6a18153d075f2047,numbers,double,nine,three,1.0,0.0,False,-0.0625,False,unrelated_semantic,0.0625
