alpha,control_kind,raw_n,cluster_n,mean_paired_delta,ci95_lower,ci95_upper,semantic_top1,control_top1,top1_advantage
0.5,random_delta_matched,90,32,1.8812499854299758,1.1411702372133732,2.5387613950918118,0.011111111111111112,0.0,0.011111111111111112
1.0,random_delta_matched,90,32,0.48055554231007896,0.2882405422627926,0.6702514788756768,0.0,0.0,0.0
2.0,random_delta_matched,90,32,-10.915144760078855,-14.988654034584762,-5.76735421319803,0.0,0.0,0.0
0.5,unrelated_semantic,90,32,1.6333333293596903,0.9722167735608916,2.217163087148219,0.011111111111111112,0.0,0.011111111111111112
1.0,unrelated_semantic,90,32,0.506249976158142,0.279939710535109,0.7291828965147336,0.0,0.0,0.0
2.0,unrelated_semantic,90,32,-9.659749380747478,-12.10572432751457,-6.588903256878259,0.0,0.0,0.0
