scenario_id,policy_style,layer,layer_fraction,effect,contrast
toy-0070600f73,explicit,0,0.0,0.004554271697998047,conceal prompt − reveal prompt
toy-0070600f73,explicit,1,0.015873015873015,0.010242104530334473,conceal prompt − reveal prompt
toy-0070600f73,explicit,2,0.031746031746031,0.0029480457305909313,conceal prompt − reveal prompt
toy-0070600f73,explicit,3,0.047619047619047006,0.0034035444259645775,conceal prompt − reveal prompt
toy-0070600f73,explicit,4,0.063492063492063,-0.004522681236266646,conceal prompt − reveal prompt
toy-0070600f73,explicit,5,0.079365079365079,0.008895993232727273,conceal prompt − reveal prompt
toy-0070600f73,explicit,6,0.09523809523809501,-0.00806093215942394,conceal prompt − reveal prompt
toy-0070600f73,explicit,7,0.11111111111111101,-0.021724700927734375,conceal prompt − reveal prompt
toy-0070600f73,explicit,8,0.126984126984126,-0.0015883445739744984,conceal prompt − reveal prompt
toy-0070600f73,explicit,9,0.14285714285714202,0.014243125915527455,conceal prompt − reveal prompt
toy-0070600f73,explicit,10,0.158730158730158,0.00800299644470251,conceal prompt − reveal prompt
toy-0070600f73,explicit,11,0.174603174603174,0.044516563415527455,conceal prompt − reveal prompt
toy-0070600f73,explicit,12,0.19047619047619002,-0.021840810775756503,conceal prompt − reveal prompt
toy-0070600f73,explicit,13,0.206349206349206,0.006907939910888478,conceal prompt − reveal prompt
toy-0070600f73,explicit,14,0.22222222222222202,0.023774385452270508,conceal prompt − reveal prompt
toy-0070600f73,explicit,15,0.23809523809523803,-0.001949548721314004,conceal prompt − reveal prompt
toy-0070600f73,explicit,16,0.253968253968253,-0.01033043861389149,conceal prompt − reveal prompt
toy-0070600f73,explicit,17,0.269841269841269,-0.013929128646851141,conceal prompt − reveal prompt
toy-0070600f73,explicit,18,0.28571428571428503,-0.01394641399383556,conceal prompt − reveal prompt
toy-0070600f73,explicit,19,0.301587301587301,-0.012122631072997492,conceal prompt − reveal prompt
toy-0070600f73,explicit,20,0.317460317460317,0.009107232093811035,conceal prompt − reveal prompt
toy-0070600f73,explicit,21,0.33333333333333304,0.002113342285156472,conceal prompt − reveal prompt
toy-0070600f73,explicit,22,0.349206349206349,-0.0060355663299555,conceal prompt − reveal prompt
toy-0070600f73,explicit,23,0.365079365079365,0.012672901153564453,conceal prompt − reveal prompt
toy-0070600f73,explicit,24,0.38095238095238004,0.02372336387634255,conceal prompt − reveal prompt
toy-0070600f73,explicit,25,0.396825396825396,0.010702610015869585,conceal prompt − reveal prompt
toy-0070600f73,explicit,26,0.412698412698412,0.000180959701538419,conceal prompt − reveal prompt
toy-0070600f73,explicit,27,0.42857142857142805,0.011625766754150502,conceal prompt − reveal prompt
toy-0070600f73,explicit,28,0.44444444444444403,0.017949819564819114,conceal prompt − reveal prompt
toy-0070600f73,explicit,29,0.46031746031746,0.0041959285736083984,conceal prompt − reveal prompt
toy-0070600f73,explicit,30,0.47619047619047605,0.04080319404602051,conceal prompt − reveal prompt
toy-0070600f73,explicit,31,0.49206349206349204,0.01834416389465332,conceal prompt − reveal prompt
toy-0070600f73,explicit,32,0.507936507936507,0.0458984375,conceal prompt − reveal prompt
toy-0070600f73,explicit,33,0.5238095238095231,0.1466522216796874,conceal prompt − reveal prompt
toy-0070600f73,explicit,34,0.539682539682539,0.1803727149963375,conceal prompt − reveal prompt
toy-0070600f73,explicit,35,0.555555555555555,1.1519426107406614,conceal prompt − reveal prompt
toy-0070600f73,explicit,36,0.5714285714285711,1.3966190814971924,conceal prompt − reveal prompt
toy-0070600f73,explicit,37,0.587301587301587,1.2551093101501465,conceal prompt − reveal prompt
toy-0070600f73,explicit,38,0.603174603174603,1.1073672771453862,conceal prompt − reveal prompt
toy-0070600f73,explicit,39,0.6190476190476191,1.8396687507629386,conceal prompt − reveal prompt
toy-0070600f73,explicit,40,0.634920634920634,1.8914791345596305,conceal prompt − reveal prompt
toy-0070600f73,explicit,41,0.65079365079365,2.6513155698776236,conceal prompt − reveal prompt
toy-0070600f73,explicit,42,0.6666666666666661,2.5987017154693595,conceal prompt − reveal prompt
toy-0070600f73,explicit,43,0.682539682539682,3.0200586318969718,conceal prompt − reveal prompt
toy-0070600f73,explicit,44,0.698412698412698,3.209230661392211,conceal prompt − reveal prompt
toy-0070600f73,explicit,45,0.7142857142857141,2.9806227684020996,conceal prompt − reveal prompt
toy-0070600f73,explicit,46,0.73015873015873,3.180257558822632,conceal prompt − reveal prompt
toy-0070600f73,explicit,47,0.746031746031746,2.9161977767944336,conceal prompt − reveal prompt
toy-0070600f73,explicit,48,0.7619047619047611,1.8405790328979494,conceal prompt − reveal prompt
toy-0070600f73,explicit,49,0.777777777777777,2.0618672370910636,conceal prompt − reveal prompt
toy-0070600f73,explicit,50,0.793650793650793,1.59568166732788,conceal prompt − reveal prompt
toy-0070600f73,explicit,51,0.8095238095238091,1.4928443431854241,conceal prompt − reveal prompt
toy-0070600f73,explicit,52,0.825396825396825,1.6253833770751942,conceal prompt − reveal prompt
toy-0070600f73,explicit,53,0.8412698412698411,2.067380428314208,conceal prompt − reveal prompt
toy-0070600f73,explicit,54,0.8571428571428571,1.790169954299926,conceal prompt − reveal prompt
toy-0070600f73,explicit,55,0.873015873015873,2.513110160827636,conceal prompt − reveal prompt
toy-0070600f73,explicit,56,0.8888888888888881,2.3485084772109976,conceal prompt − reveal prompt
toy-0070600f73,explicit,57,0.9047619047619041,2.54894208908081,conceal prompt − reveal prompt
toy-0070600f73,explicit,58,0.92063492063492,2.49866783618927,conceal prompt − reveal prompt
toy-0070600f73,explicit,59,0.9365079365079361,15.873196363449097,conceal prompt − reveal prompt
toy-0070600f73,explicit,60,0.9523809523809521,15.0910804271698,conceal prompt − reveal prompt
toy-0070600f73,explicit,61,0.968253968253968,11.174174070358276,conceal prompt − reveal prompt
toy-0070600f73,explicit,62,0.9841269841269841,7.94992470741272,conceal prompt − reveal prompt
toy-0070600f73,indirect,0,0.0,0.0037772655487059437,conceal prompt − reveal prompt
toy-0070600f73,indirect,1,0.015873015873015,-0.013370275497436523,conceal prompt − reveal prompt
toy-0070600f73,indirect,2,0.031746031746031,-0.005563020706177091,conceal prompt − reveal prompt
toy-0070600f73,indirect,3,0.047619047619047006,-0.00028514862060591284,conceal prompt − reveal prompt
toy-0070600f73,indirect,4,0.063492063492063,0.009844779968261497,conceal prompt − reveal prompt
toy-0070600f73,indirect,5,0.079365079365079,0.011020183563232644,conceal prompt − reveal prompt
toy-0070600f73,indirect,6,0.09523809523809501,-0.00458884239196744,conceal prompt − reveal prompt
toy-0070600f73,indirect,7,0.11111111111111101,0.011800765991211382,conceal prompt − reveal prompt
toy-0070600f73,indirect,8,0.126984126984126,0.000465393066406361,conceal prompt − reveal prompt
toy-0070600f73,indirect,9,0.14285714285714202,0.002400398254394309,conceal prompt − reveal prompt
toy-0070600f73,indirect,10,0.158730158730158,-0.0056467056274414895,conceal prompt − reveal prompt
toy-0070600f73,indirect,11,0.174603174603174,0.015120029449463002,conceal prompt − reveal prompt
toy-0070600f73,indirect,12,0.19047619047619002,0.001177072525024525,conceal prompt − reveal prompt
toy-0070600f73,indirect,13,0.206349206349206,0.007977962493896512,conceal prompt − reveal prompt
toy-0070600f73,indirect,14,0.22222222222222202,0.016655683517456,conceal prompt − reveal prompt
toy-0070600f73,indirect,15,0.23809523809523803,0.024050951004028542,conceal prompt − reveal prompt
toy-0070600f73,indirect,16,0.253968253968253,0.03431081771850608,conceal prompt − reveal prompt
toy-0070600f73,indirect,17,0.269841269841269,0.013429164886473943,conceal prompt − reveal prompt
toy-0070600f73,indirect,18,0.28571428571428503,0.002671957015990989,conceal prompt − reveal prompt
toy-0070600f73,indirect,19,0.301587301587301,0.018065214157104492,conceal prompt − reveal prompt
toy-0070600f73,indirect,20,0.317460317460317,0.024193286895752064,conceal prompt − reveal prompt
toy-0070600f73,indirect,21,0.33333333333333304,0.019348144531250555,conceal prompt − reveal prompt
toy-0070600f73,indirect,22,0.349206349206349,0.01567506790161155,conceal prompt − reveal prompt
toy-0070600f73,indirect,23,0.365079365079365,0.029460906982421986,conceal prompt − reveal prompt
toy-0070600f73,indirect,24,0.38095238095238004,0.023324012756347656,conceal prompt − reveal prompt
toy-0070600f73,indirect,25,0.396825396825396,-0.016852617263793945,conceal prompt − reveal prompt
toy-0070600f73,indirect,26,0.412698412698412,-0.008178234100342019,conceal prompt − reveal prompt
toy-0070600f73,indirect,27,0.42857142857142805,0.0035648345947270066,conceal prompt − reveal prompt
toy-0070600f73,indirect,28,0.44444444444444403,-0.0025693178176879883,conceal prompt − reveal prompt
toy-0070600f73,indirect,29,0.46031746031746,-0.02561783790588379,conceal prompt − reveal prompt
toy-0070600f73,indirect,30,0.47619047619047605,-0.012257575988769531,conceal prompt − reveal prompt
toy-0070600f73,indirect,31,0.49206349206349204,0.0227353572845459,conceal prompt − reveal prompt
toy-0070600f73,indirect,32,0.507936507936507,0.06395101547241211,conceal prompt − reveal prompt
toy-0070600f73,indirect,33,0.5238095238095231,0.18188095092773438,conceal prompt − reveal prompt
toy-0070600f73,indirect,34,0.539682539682539,0.23980236053466802,conceal prompt − reveal prompt
toy-0070600f73,indirect,35,0.555555555555555,1.2633763551712023,conceal prompt − reveal prompt
toy-0070600f73,indirect,36,0.5714285714285711,1.166360735893249,conceal prompt − reveal prompt
toy-0070600f73,indirect,37,0.587301587301587,1.1449518203735352,conceal prompt − reveal prompt
toy-0070600f73,indirect,38,0.603174603174603,1.040260672569274,conceal prompt − reveal prompt
toy-0070600f73,indirect,39,0.6190476190476191,1.1615304946899405,conceal prompt − reveal prompt
